iso,places,counts,latlongs
CAN,"['Windsor|Ontario', 'Tillsonburg|Ontario', 'Port Colborne|Ontario', 'Sarnia|Ontario', 'London|Ontario', 'Ohsweken|Ontario', 'Niagara Falls|Ontario', 'Brantford|Ontario', 'Grimsby|Ontario', 'Hamilton|Ontario', 'Aldershot|Ontario', 'Burlington|Ontario', 'Galt|Ontario', 'Cambridge|Ontario', 'Oakville|Ontario', 'Kitchener|Ontario', 'Kitchener-Waterloo|Ontario', 'Waterloo|Ontario', 'Milton|Ontario', 'Guelph|Ontario', 'Port Credit|Ontario', 'Mississauga|Ontario', 'Etobicoke|Greater Toronto', 'Toronto|Ontario', 'Brampton|Ontario', 'North York|Ontario', 'Scarborough|Ontario', 'Woodbridge|Ontario', 'Thornhill|Ontario', 'Markham|Ontario', 'Richmond Hill|Ontario', 'Oshawa|Ontario', 'Aurora|Ontario', 'Newmarket|Ontario', 'Belleville|Ontario', 'Kincardine|Ontario', 'Kingston|Ontario', 'Flesherton|Ontario', 'Peterborough|Ontario', 'Lindsay|Ontario', 'Bridgewater', 'Barrie|Ontario', 'Bear River|Nova Scotia', 'Brockville|Ontario', 'Orillia|Ontario', 'Halifax|Nova Scotia', 'Dartmouth|Nova Scotia', 'Lucasville|Nova Scotia', 'Smiths Falls|Ontario', 'Middleton|Nova Scotia', 'Cornwall|Ontario', 'St. Stephen|New Brunswick', 'Cole Harbour|Nova Scotia', 'Saint John|New Brunswick', 'Huntsville|Ontario', 'Pointe-des-Cascades|Quebec', 'Nepean|Ontario', 'Châteauguay|Québec', 'Truro|Nova Scotia', 'Ottawa|Ontario', 'Lachine|Quebec', 'Hull|Québec', 'Pointe-Claire|Quebec', 'Hudson|Québec', 'Rigaud|Québec', 'Westmount|Québec', ""L'Île-Bizard|Quebec"", 'Greenfield Park|Québec', 'Montrea|Quebec', 'Montreal|Quebec', 'Longueuil|Quebec', 'Laval|Québec', 'Antigonish|Nova Scotia', 'Wakefield|Quebec', 'Pictou|Nova Scotia', 'Charlemagne|Quebec', 'Repentigny|Québec', 'St.-Jerome|Québec', 'Pembroke|Ontario', 'Amherst|Nova Scotia', 'Drummondville|Québec', 'Fredericton|New Brunswick', 'Joliette|Québec', 'Alliston|Ontario', 'Moncton', 'Georgetown|Ontario', 'Charlottetown|Prince Edward Island', 'French River|Nova Scotia', 'Cape Breton|Nova Scotia', 'North Bay|Ontario', 'Trois-Rivières|Québec', 'Sainte-Marie|Québec', 'Sudbury|Ontario', 'Prince Edward Island', 'Sault Ste. Marie|Ontario', 'Saint-Appolinaire|Quebec', 'Québec City|Québec', 'Quebec City|Quebec', 'Loretteville|Québec', 'Branch', 'Sainte-Catherine-de-la-Jacques-Cartier|Quebec', 'Newcastle|New Brunswick', 'Ontario', 'Iles de la Madeleine|Quebec', ""St. John's|Newfoundland"", 'Fort William|Ontario', 'Middle Cove|Newfoundland and Labrador', 'Bathurst', ""Bay d'Espoir|Newfoundland and Labrador"", 'Kirkland Lake|Ontario', 'Rouyn-Noranda|Québec', 'Noranda|Québec', 'Chicoutimi|Québec', 'Thunder Bay|Ontario', 'Victoria|British Columbia', 'Porcupine|Ontario', 'Roberval|Québec', 'Amos|Québec', 'Brentwood Bay', 'Duncan|British Columbia', 'Gander|Newfoundland and Labrador', 'Ladysmith|British Columbia', 'Yellow Point|British Columbia', 'Abbotsford|British Columbia', 'Creston|British Columbia', 'Ladner|British Columbia', 'Altona|Manitoba', 'Langley|British Columbia', 'Fruitvale|British Columbia', 'Newfoundland', 'Manitouwadge|Ontario', 'Tofino|British Columbia', 'Chilliwack|British Columbia', 'Mission|British Columbia', 'Richmond|British Columbia', 'Nanaimo|British Columbia', 'Oliver|British Columbia', 'Surrey|British Columbia', 'Cardston|Alberta', 'New Westminster|British Columbia', 'Maple Ridge|British Columbia', 'Burnaby|British Columbia', 'British Columbia', 'Vancouver|British Columbia', 'Port Moody|British Columbia', 'Ymir|British Columbia', 'North Vancouver|British Columbia', 'Kapuskasing|Ontario', 'Sechelt|British Columbia', 'Nelson|British Columbia', 'Fernie|British Columbia', 'Steinbach|Manitoba', 'Vancouver Island|British Columbia', 'Wawanesa|Manitoba', 'Comox Valley|British Columbia', 'Comox|British Columbia', 'Kimberley|British Columbia', 'Melaval|Saskatchewan', 'Lethbridge|Alberta', 'Squamish|British Columbia', 'Fort Macleod|Alberta', 'Brandon|Manitoba', 'Kelowna|British Columbia', 'Winnipeg|Manitoba', 'Cambell River|British Columbia', 'Campbell River|British Columbia', 'Rivers|Manitoba', 'Medicine Hat|Alberta', 'Lytton|British Columbia', 'Moose Jaw|Saskatchewan', 'Pemberton Valley|British Columbia', 'Regina|Saskatchewan', 'Indian Head|Saskatchewan', 'Zehner|Saskatchewan', 'Cabri|Saskatchewan', 'Alberta', 'Kamloops|British Columbia', 'Ford St. James|British Columbia', 'Salmon Arm|British Columbia', 'Jenner|Alberta', 'Kyle|Saskatchewan', 'Red Lake|Ontario', 'Calgary|Alberta', 'Dauphin|Manitoba', 'Ashern|Manitoba', 'Lac La Hache|British Columbia', 'Williams Lake|British Columbia', 'Saskatoon|Saskatchewan', 'Red Deer|Alberta', 'Spalding|Saskatchewan', 'Rocky Mountain House|Alberta', 'Ponoka|Alberta', 'Meota|Saskatchewan', 'Prince Albert|Saskatchewan', 'Goose Bay|Newfoundland', 'Edmonton|Alberta', 'Fort Saskatchewan|Alberta', 'Prince George|British Columbia', 'Prince Rupert|British Columbia', 'Terrace|British Columbia', 'Topley Landing|British Columbia', 'Flin Flon|Manitoba', 'Grande Prairie|Alberta', 'Sucker Creek|Alberta', 'Rycroft|Alberta', 'St. Johns|Newfoundland', 'Fort McMurray|Alberta', 'Whitehorse|Yukon', 'Yellowknife|Northwest Territories', 'Igluligaarjuk|Nunavut', 'Inuvik|Northwest Territories']","[11, 2, 1, 9, 35, 6, 8, 3, 1, 34, 1, 7, 3, 3, 16, 5, 2, 2, 1, 4, 1, 12, 1, 439, 15, 10, 20, 1, 4, 2, 4, 2, 1, 5, 4, 1, 8, 1, 8, 1, 8, 4, 1, 2, 1, 40, 3, 3, 1, 2, 1, 6, 5, 7, 3, 1, 1, 3, 1, 176, 1, 1, 2, 1, 1, 1, 1, 3, 1, 177, 1, 1, 3, 1, 2, 1, 1, 1, 3, 1, 1, 1, 2, 1, 17, 3, 4, 3, 2, 7, 1, 1, 7, 2, 4, 1, 24, 2, 1, 10, 1, 1, 14, 1, 7, 1, 1, 1, 1, 2, 2, 3, 1, 3, 28, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 4, 1, 9, 1, 2, 1, 1, 1, 2, 3, 13, 5, 2, 2, 10, 3, 24, 9, 333, 1, 1, 17, 3, 1, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 18, 58, 1, 1, 2, 2, 1, 3, 1, 7, 7, 1, 1, 11, 1, 1, 12, 2, 1, 1, 53, 2, 2, 4, 2, 12, 1, 2, 1, 1, 1, 1, 3, 50, 8, 1, 1, 2, 1, 2, 2, 1, 1, 4, 8, 1, 2, 2, 1]","['(42.3167397|-83.0373389)', '(42.859494|-80.7265015)', '(42.8862392|-79.2513905)', '(42.9746137|-82.4065585)', '(42.9832406|-81.243372)', '(43.0687351|-80.1179909)', '(43.1065603|-79.0639039)', '(43.1408157|-80.2631733)', '(43.1931881|-79.5606834)', '(43.2560802|-79.8728583)', '(43.3109443|-79.8419378)', '(43.3248924|-79.7966835)', '(43.3589869|-80.3152471)', '(43.3600536|-80.3123023)', '(43.447436|-79.666672)', '(43.451291|-80.4927815)', '(43.451667|-80.4925)', '(43.4652699|-80.5222961)', '(43.513671|-79.882817)', '(43.5460516|-80.2493276)', '(43.5538827|-79.5842661)', '(43.5896231|-79.6443879)', '(43.620495|-79.513198)', '(43.6534817|-79.3839347)', '(43.6858146|-79.7599337)', '(43.7543263|-79.44911696639593)', '(43.7729744|-79.2576479)', '(43.7848982|-79.5923855)', '(43.8161477|-79.4245925)', '(43.8563707|-79.3376825)', '(43.8801166|-79.4392925)', '(43.8975558|-78.8635324)', '(43.99973|-79.467545)', '(44.056258|-79.461708)', '(44.1633264|-77.3852556)', '(44.1776378|-81.6348713)', '(44.230687|-76.481323)', '(44.2610602|-80.5457496)', '(44.3048009|-78.3199496)', '(44.3551266|-78.7369939)', '(44.3774134|-64.5193946)', '(44.3893113|-79.6901736)', '(44.5788526|-65.635586)', '(44.5895925|-75.6843332)', '(44.6092059|-79.4175587)', '(44.648618|-63.5859487)', '(44.6799707|-63.5720232)', '(44.7645737|-63.734619)', '(44.9013316|-76.0212062)', '(44.942431|-65.0680746)', '(45.0184417|-74.728703)', '(45.1935292|-67.2750654)', '(45.2593736|-61.2699661)', '(45.278752|-66.058044)', '(45.3263919|-79.218434)', '(45.3300608|-73.9695429)', '(45.3446891|-75.7639408)', '(45.3602416|-73.749364)', '(45.366668|-63.300006)', '(45.4208777|-75.6901106)', '(45.435114|-73.6837987)', '(45.4405842|-75.7326823)', '(45.4566767|-73.8067442)', '(45.464465|-74.150848)', '(45.4794481|-74.3019608)', '(45.4857329|-73.5963951)', '(45.4895618|-73.872757)', '(45.4926624|-73.4870499)', '(45.501688|-73.567256)', '(45.5031824|-73.5698065)', '(45.5333387|-73.4200318)', '(45.60558895|-73.73441730569056)', '(45.6213607|-61.9904928)', '(45.639968|-75.92926)', '(45.6777203|-62.7082212)', '(45.725519649999995|-73.4896922220162)', '(45.7326055|-73.4528307)', '(45.775426|-74.013176)', '(45.8260909|-77.113541)', '(45.8286903|-64.2040548)', '(45.8864303|-72.5018764)', '(45.94780155|-66.65347069241668)', '(46.0239798|-73.4419936)', '(46.054487800000004|-62.625228911935594)', '(46.097995|-64.80011)', '(46.1844077|-62.5315437)', '(46.234953|-63.132935)', '(46.263530700000004|-80.48584657500001)', '(46.2950327|-60.93605535048172)', '(46.3092115|-79.4607617)', '(46.3715918|-72.6005021)', '(46.450395|-71.030731)', '(46.49272|-80.991211)', '(46.503680700000004|-63.59541096896726)', '(46.52391|-84.320068)', '(46.543485|-71.441791)', '(46.8137431|-71.2084061)', '(46.813878|-71.207981)', '(46.8515394|-71.3592442)', '(46.8824939|-53.9533185)', '(46.91758|-71.56396)', '(47.0344092|-65.53692408475533)', '(47.264686850000004|-53.92039475377365)', '(47.3220992|-61.8773745)', '(47.5614705|-52.7126162)', '(47.5736322|-52.700473)', '(47.624674|-52.697643)', '(47.626529|-65.654297)', '(47.9285285|-55.72842884123447)', '(48.154177|-80.031281)', '(48.2420524|-79.0205378)', '(48.2476658|-79.0170766)', '(48.3370248|-71.12352613559267)', '(48.406414|-89.259796)', '(48.4283182|-123.3649533)', '(48.4939712|-81.1676413)', '(48.514785|-72.224808)', '(48.5718519|-78.1160856)', '(48.5723029|-123.4616951)', '(48.7786872|-123.7080446)', '(48.9592291|-54.6187879)', '(48.9936579|-123.8157964)', '(49.047363|-123.799668)', '(49.0521162|-122.329479)', '(49.0971526|-116.5129759)', '(49.09750735|-123.0785099857196)', '(49.1031109|-97.5583611)', '(49.1039289|-122.657047)', '(49.116667|-117.55)', '(49.12120935|-56.64031114082073)', '(49.121541|-85.8384058)', '(49.1529643|-125.9047083)', '(49.157677|-121.95143)', '(49.1589351|-122.283583)', '(49.163168|-123.137414)', '(49.163877|-123.938122)', '(49.183333|-119.55)', '(49.1913033|-122.849143)', '(49.2001157|-113.3165704)', '(49.2067726|-122.9108818)', '(49.2197345|-122.599707)', '(49.2433804|-122.972545)', '(49.258393749999996|-123.24658161001929)', '(49.2608724|-123.113952)', '(49.2822243|-122.829342)', '(49.2831087|-117.2155595)', '(49.3206294|-123.0737925)', '(49.416667|-82.433333)', '(49.4721147|-123.7631244)', '(49.494891|-117.290039)', '(49.5041747|-115.062867)', '(49.530557|-96.69342)', '(49.592949450000006|-125.70255696124094)', '(49.5954606|-99.6841023)', '(49.650639|-125.001575)', '(49.6727575|-124.9276204)', '(49.6850876|-115.9819477)', '(49.6921627|-106.4513631)', '(49.6945782|-112.8331033)', '(49.6980743|-123.1558612)', '(49.7257719|-113.405385)', '(49.8511143|-99.9608924)', '(49.8879177|-119.495902)', '(49.8955367|-97.1384584)', '(50.017421|-125.244042)', '(50.023071|-125.2441538)', '(50.0310937|-100.2342492)', '(50.04303|-110.679016)', '(50.2311317|-121.581601)', '(50.401515|-105.542908)', '(50.4253279|-123.22450676640108)', '(50.44876|-104.61731)', '(50.533333|-103.666667)', '(50.566667|-104.45)', '(50.6187301|-108.4611856)', '(50.66311715|-112.6250020271874)', '(50.6758269|-120.339415)', '(50.6936|-120.319)', '(50.7005059|-119.2790529)', '(50.7481727|-111.1831348)', '(50.8299317|-108.0407186)', '(51.018938|-93.827362)', '(51.0460954|-114.065465)', '(51.153509|-100.04425)', '(51.183333|-98.333333)', '(51.8149177|-121.4780081)', '(52.1292657|-122.1397259)', '(52.131802|-106.660767)', '(52.2690628|-113.8141464)', '(52.3298374|-104.4971704)', '(52.3768803|-114.9183995)', '(52.6794142|-113.5871706)', '(53.0335778|-108.4582115)', '(53.201097|-105.748901)', '(53.333333|-60.416667)', '(53.5462055|-113.491241)', '(53.7128571|-113.2148942)', '(53.9128645|-122.7453699)', '(54.3126572|-130.32549)', '(54.5172715|-128.599548)', '(54.590959|-126.019604)', '(54.769801|-101.878967)', '(55.17108|-118.7949873)', '(55.3195|-116.4633)', '(55.7554133|-118.701033)', '(56.69228425|-60.93731851587222)', '(56.7291997|-111.3885221)', '(60.721571|-135.054932)', '(62.4540807|-114.377385)', '(63.3399322|-90.7101455)', '(68.3602632|-133.720386)']"
CHE,"['Sorengo', 'Locarno', 'Geneva|Geneva', 'Sion|Valais', 'Montreux|Vaud', 'Morges', 'Lausanne', 'Vufflens-le-Château|Vaud', 'Altdorf', 'Neuenegg', 'Couvet|Neuchâtel', 'Bern', 'Worblaufen|BE', 'Hergiswil', 'Aarberg', 'Luzern', 'Solothurn', 'Bannwil', 'Horgen|Zürich', 'Olten', 'Zurich', 'Teufen', 'Bachenbülach', 'Basel', 'Scherzingen', 'Trüllikon|Kanton Zürich', 'Dotzingen|Thurgau']","[1, 1, 22, 4, 1, 1, 4, 2, 1, 1, 1, 7, 4, 2, 1, 1, 1, 1, 2, 1, 20, 1, 2, 7, 2, 1, 1]","['(46.0005701|8.9351621)', '(46.1695739|8.7954859)', '(46.2017559|6.1466014)', '(46.2311749|7.3588795)', '(46.4310831|6.9129921)', '(46.5093268|6.498317)', '(46.5218269|6.6327025)', '(46.5264596|6.4690909)', '(46.8820732|8.6413922)', '(46.895472|7.3034416)', '(46.9261639|6.6343244)', '(46.9482713|7.4514512)', '(46.955411|7.468508)', '(46.9840938|8.3104542)', '(47.0443346|7.2753004)', '(47.0505452|8.3054682)', '(47.2081355|7.5384045)', '(47.2384563|7.7365599)', '(47.261209|8.590209)', '(47.3496571|7.903787)', '(47.3744489|8.5410422)', '(47.392763|9.3947222)', '(47.5047036|8.5473259)', '(47.5581077|7.5878261)', '(47.6330144|9.2214004)', '(47.6377265|8.6934163)', '(47.689958|8.88657)']"
CHL,"['Arica', 'Tocopilla', 'Chuquicamata|Antofagasta', 'Antofagasta', 'Viña del Mar|Valparaíso', 'Valparaíso', 'Recoleta|Santiago', 'Las Condes|Santiago Metropolitan', 'Santiago de Chile|Santiago Metropolitan', 'Ñuñoa|Santiago Metropolitan', 'San Bernardo|Santiago', 'Curicó|Maule', 'Talca|Maule', 'Chillán|Biobío', 'Valdivia', 'San Ignacio|Ñuble', 'Punta Arenas']","[2, 1, 1, 1, 2, 1, 2, 1, 95, 4, 2, 1, 2, 1, 1, 1, 1]","['(-18.4785288|-70.3211394)', '(-22.0887189|-70.1960657)', '(-22.3171446|-68.9303083)', '(-23.6463741|-70.3980033)', '(-33.0244535|-71.5517636)', '(-33.0458456|-71.6196749)', '(-33.405882899999995|-70.63270330089452)', '(-33.4247879|-70.51749760753927)', '(-33.4377756|-70.6504502)', '(-33.4543304|-70.60058198319726)', '(-33.5922859|-70.7045838)', '(-34.985368|-71.2393705)', '(-35.4266305|-71.6661153)', '(-36.6066616|-72.1033194)', '(-39.8141262|-73.2459859)', '(-39.8358809|-73.3997575)', '(-53.1625688|-70.907822)']"
CHN,"['Lianjiang', 'Xishuang Banna|Yunnan Province', 'Macau', 'Macao|Macao SAR', 'Hong Kong', 'Guizhou', 'Tai Po|Hong Kong', 'Shaxi|Zhonghsan', 'Shenzhen|Guangdong', 'Jiangmen|Guangdong', 'Guangdong', 'Nanning|Guangxi', 'Panyu District|Guangzhou', 'Dongguan|Guangdong Province', 'Foshan|Guangdong Province', 'Zhaoqing|Guangdong', 'Guangzhou|Guangdong province', 'Fujian', 'Shantou', 'Guangdong Province|Guangdong', 'Chaozhou|Guangdong Province', 'Shangdong', 'Xiamen|Fujian Province', 'Kunming|Yunnan', 'Guiyang|Guizhou', 'Chenzhou|Hunan Province', 'Ganzhou|Jiangxi', 'Sanming|Fujian Province', 'Guangxi', 'Shaoyang|Hunan', 'Shanxi|Xian', 'Zunyi|Guizhou', 'Yichun|Jiangxi Province', 'Xinyu|Jiangxi', 'Fuzhou', 'Wenzhou|Zhejiang', 'Yutao|Zhejiang Province', 'Changsha|Hunan', 'Changsha|Hunan Province', 'Yiyang|Hunan', 'Zhejiang|Zhejiang', 'Nanchang|Jiangxi Province', 'Luzhou|Sichuan', 'Yunnan', 'Zhejiang Province', 'Yueyang|Hunan Province', 'Chongqing', 'Chongqing|Sichuan', 'Neijiang|Sichuan Province', 'Jiujiang|Jiangxi', 'Ningbo|Zhejiang', 'Shaoxing|Zhejiang', 'Meishan|Sichuan', 'Huangshi|Hubei', 'Hangzhou|Zhejiang', 'Jingzhou|Hubei Province', 'Sichuan Province|Sichuan', 'Hubei', 'Wuhan|Hubei Province', 'Chengdu|Sichuan Province', 'Yichang|Hubei', 'Xuancheng|Anhui Province', 'Dujiangyan|Sichun', 'Pudong|Shanghai', 'Shanghai', 'Suzhou|Jiangsu', 'Wuhu|Anhui province', 'Kunshan|Jiangsu Province', 'Taiwan', 'Wuxi|Jiangsu Province', 'Hefei|Anhui', 'Hefei|Anhui', 'Nanjing|Jiangsu Province', 'Yangzhou', 'Jiangsu', 'Dingyuan|Anhui', 'Aba|Sichuan', 'Suining|Sichuan', 'Henan Province', 'Tongshan District|Jiangsu', 'Xuzhou|Jiangsu', 'Pizhou|Jiangsu', ""Xi'an|Shaanxi Province"", 'Shangqiu|Henan Province', 'Taibei|Taiwan', 'Luoyang|Henan Province', 'Zhengzhou City|Henan Province', 'Zhengzhou|Henan', 'Shaanxi Province|Shaanxi', 'Yuncheng|Shanxi', 'Sichuan', 'Linyi|Shandong Province', 'Shandong', 'Xinxiang|Henan', 'Jining|Shandong Province', 'Puyang|Henan', 'Liangshan|Sichuan', 'Lanzhou|Gansu Province', 'Qingdao|Shandong Province', ""Tai'an|Shandong Province"", 'Liaocheng|Shandong Province', ""Yan'an|Shaanxi Province"", 'Jinan|Shandong Province', 'Zhangqiu|Shandong Province', 'Quzhou|Zhejiang Province', 'Zibo|Shandong', 'Laiyang|Shandong province', 'Pingxiang|Jiangxi', 'Binzhou|Shandong province', 'Dongying|Shandong Province', 'Yantai|Shangdong', 'Jinzhong|Shanxi Province', 'Taiyuan|Shanxi Province', 'Shijiazhuang|Hebei', 'Cangzhou|Hebei', 'Yinchuan|Ningxia', 'Ningxia|Ningxia', 'Baoding|Hebei province', 'Liaoning|Dalian', 'Dalian|Liaoning', 'Tianjin', 'Hebei', 'Tangshan|Hebei', 'Beijing', 'Dandong|Liaoning Province', 'Tumd Right Banner|Inner Mongolia', 'Baotou|Neimenggu', 'Bayannur|Inner Mongolia', 'Hohhot|Inner Mongolia', 'Chengde|Heibei', 'Anshan|Liaoning', 'Jinzhou|Liaoning province', 'Xinjiang Uygur Autonomous Region', 'Shenyang|Liaoning Province', 'Tonghua|Jilin Province', 'Korla|Xinjiang', 'Liaoning|Liaoning', 'Urumqi|Xinjiang', 'Tongliao|Neimenggu', 'Changchun|Jilin', 'Jilin|Jilin Province', 'Inner Mongolia|Inner Mongolia', 'Harbin|Heilongjiang', 'Haerbin|Heilongjiang', 'Haerbin|Heilongjiang', 'Suihua|Heilongjiang Province', 'Qiqihar|Heilongjiang Province', 'Heilongjiang', 'Hulunbuir|Inner Mongolia']","[2, 1, 1, 2, 208, 2, 2, 1, 5, 1, 4, 2, 4, 1, 5, 1, 18, 2, 2, 2, 3, 1, 2, 2, 3, 1, 3, 2, 3, 5, 1, 1, 4, 1, 1, 4, 2, 1, 2, 1, 4, 1, 3, 1, 1, 2, 1, 8, 1, 2, 1, 1, 2, 1, 5, 1, 2, 2, 6, 18, 2, 1, 1, 1, 41, 3, 2, 1, 3, 4, 1, 2, 8, 1, 1, 1, 1, 1, 6, 1, 2, 1, 5, 2, 1, 3, 1, 2, 1, 1, 7, 1, 3, 2, 2, 1, 2, 1, 4, 1, 1, 1, 9, 1, 2, 2, 1, 1, 1, 1, 1, 1, 6, 4, 1, 1, 1, 1, 2, 7, 17, 2, 1, 67, 1, 1, 1, 1, 3, 3, 4, 2, 1, 13, 1, 1, 4, 3, 2, 6, 6, 1, 7, 1, 4, 2, 3, 4, 2]","['(21.6567913|110.148109)', '(22.000431|100.797411)', '(22.1899448|113.5380454)', '(22.198745|113.543873)', '(22.2793278|114.1628131)', '(22.3175945|112.6032007)', '(22.450802|114.164703)', '(22.526759|113.376855)', '(22.5445741|114.0545429)', '(22.5816619|113.0761073)', '(22.663757|112.8065463)', '(22.8193063|108.3627211)', '(22.9387253|113.3785422)', '(23.0205969|113.7457788)', '(23.0239788|113.1159558)', '(23.0501661|112.4603629)', '(23.1301964|113.2592945)', '(23.3478|109.674)', '(23.356377|116.6775918)', '(23.379013|113.763283)', '(23.6566146|116.6205482)', '(23.8456|108.993)', '(24.4801069|118.0853479)', '(24.8843019|102.8324209)', '(25.7561647|112.72964)', '(25.7733598|113.0094337)', '(25.8332103|114.9287362)', '(26.2671531|117.634008)', '(26.8497|109.352)', '(26.993991|111.2684212)', '(27.6680504|120.0529182)', '(27.7237996|106.9191408)', '(27.81697|114.4112498)', '(27.8214162|114.9124505)', '(27.9511188|116.3530413)', '(27.9963899|120.695345)', '(28.067442|119.251134)', '(28.228209|112.938813)', '(28.2491934|113.0748296)', '(28.5562003|112.3497606)', '(28.6581723|121.4163876)', '(28.687547|115.8540042)', '(28.8744722|105.4385063)', '(29.1240666|110.1462042)', '(29.298788|120.171782)', '(29.3594838|113.1229551)', '(29.5581|106.5505)', '(29.5647398|106.5478767)', '(29.5827203|105.0544575)', '(29.6653828|115.9474861)', '(29.8622194|121.6203873)', '(29.9992425|120.576854)', '(30.079061|103.8458201)', '(30.2024971|115.0334144)', '(30.2489634|120.2052342)', '(30.3375134|112.2337792)', '(30.365757|102.850052)', '(30.3819696|111.4436927)', '(30.5951051|114.2999353)', '(30.6598628|104.0633717)', '(30.694088|111.2803074)', '(30.9412541|118.7540167)', '(30.9965254|103.6142723)', '(31.2217826|121.5387401)', '(31.2322758|121.4692071)', '(31.3016935|120.5810725)', '(31.3536127|118.4277477)', '(31.3869323|120.9764683)', '(31.455289450000002|117.28161563145699)', '(31.4933074|120.3074357)', '(31.820591|117.227219)', '(31.8228094|117.2218033)', '(32.0615652|118.7915079)', '(32.3968554|119.4077658)', '(32.4579729|119.9181174)', '(32.4629541|117.5930355)', '(32.9026549|101.7059271)', '(33.8963659|117.945284)', '(34.0|113.0)', '(34.1824217|117.1638669)', '(34.2050708|117.2782967)', '(34.3402702|118.0068173)', '(34.3430507|108.9350839)', '(34.4168215|115.6507447)', '(34.490729|107.332195)', '(34.6196539|112.4477046)', '(34.746611|113.625328)', '(34.7487244|113.6191483)', '(35.0076|109.9452)', '(35.027637|111.002141)', '(35.122098|105.480318)', '(35.1433533|110.769063)', '(35.2477266|115.4464761)', '(35.3021133|113.9202062)', '(35.4125047|116.5849266)', '(35.7631348|115.0234071)', '(35.7660857|116.1258857)', '(36.0620781|103.8318566)', '(36.0638034|120.3781372)', '(36.2002968|117.0809316)', '(36.4441808|115.9642007)', '(36.5963951|109.4855629)', '(36.6507007|117.1140042)', '(36.6811534|117.5201284)', '(36.7698986|114.9585243)', '(36.819626|117.980675)', '(36.9786591|120.7068644)', '(37.0634355|115.0254894)', '(37.3821206|117.9647262)', '(37.4334738|118.6689349)', '(37.461928|121.4425255)', '(37.6866796|112.7383414)', '(37.870009|112.5452739)', '(38.0429742|114.5088385)', '(38.3042796|116.8511597)', '(38.4852037|106.2261926)', '(38.502621|106.166742)', '(38.8579735|115.490696)', '(38.914003|121.614682)', '(38.9181714|121.6282945)', '(39.0856735|117.1951073)', '(39.1468568|117.1904076)', '(39.6295951|118.1738712)', '(39.906217|116.3912757)', '(40.128668|124.3863404)', '(40.5686958|110.518123)', '(40.6550446|109.8343707)', '(40.7419202|107.3819572)', '(40.8337963|111.6730788)', '(40.957718|117.9543248)', '(41.1075276|122.9902689)', '(41.1087113|121.1186159)', '(41.1129|85.2401)', '(41.6749893|123.458674)', '(41.7225544|125.9170455)', '(41.7238743|86.173541)', '(41.9438|122.529)', '(43.419754|87.319461)', '(43.6165326|122.2601837)', '(43.8130735|125.3171216)', '(43.8417717|126.5605066)', '(44.094338|113.944796)', '(45.8016143|126.5287796)', '(45.802077|126.535854)', '(45.803775|126.534967)', '(46.6520483|126.9607485)', '(47.3523672|123.9164653)', '(47.8618|127.7615)', '(49.2125235|119.7370167)']"
CIV,"['Abidjan', 'Agouk']","[10, 1]","['(5.320357|-4.016107)', '(6.876553|-6.448041)']"
CMR,['Yaoundé'],[1],['(3.8689867|11.5213344)']
COD,"['Bukavu|Sud-Kivu', 'Léopoldville|Congo', 'Kinshasa', 'Luntudele|Kinshasa', 'Kisangani']","[1, 2, 7, 1, 1]","['(-2.4921|28.8604)', '(-4.321705|15.312597)', '(-4.3217055|15.3125974)', '(-5.769134|13.410746)', '(0.5184021|25.2057292)']"
COG,['None'],[2],['(nan|nan)']
COL,"['Pitalito|Huila', 'Cartagena|Bolivar', 'Barranquilla|Atlántico', 'Santa Marta|Magdalena', 'Popayan|Cauca', 'Santander de Quilichao|Cauca', 'Cali|Valle del Cauca', 'Tulúa|Valle del Cauca', 'Villavicencio|Meta', 'Vélez|Santander', 'Ibagué|Tolima', 'Bogotá|DC', 'Bogota', 'Anolaima|Cundinamarca', 'Pereira|Risaralda', 'Manizales|Caldas', 'Ubaté|Cundinamarca', 'Envigado', 'Medellin|Antioquia', 'Medelin|Antioquia', 'Dabeiba|Antioquia', 'Cúcuta|Norte de Santander']","[1, 9, 19, 3, 4, 2, 21, 1, 2, 1, 3, 15, 48, 1, 6, 3, 1, 1, 31, 3, 3, 5]","['(1.8447122|-76.0456886)', '(10.4195841|-75.5271224)', '(10.9810761|-74.7988827)', '(11.2320988|-74.1950883)', '(2.4422295|-76.6072368)', '(3.0075752|-76.4856531)', '(3.4517923|-76.5324943)', '(4.0856667|-76.1972779)', '(4.1315113|-73.6206667)', '(4.4285626|-75.7175259)', '(4.43917|-75.2113267)', '(4.6529539|-74.0835643)', '(4.6534649|-74.0836453)', '(4.7616096|-74.4649986)', '(4.8142838|-75.6946671)', '(5.0668907|-75.5066661)', '(5.3086209|-73.8143217)', '(6.1701348|-75.587415)', '(6.2443382|-75.573553)', '(6.25184|-75.563591)', '(7.0015209|-76.2666243)', '(7.8971458|-72.5080387)']"
CRI,"['Puerto Limón', 'San Jose']","[2, 6]","['(10.000407|-83.031325)', '(9.9325427|-84.0795782)']"
